transaction_id,timestamp,amount,merchant,category,country,device
TXN01152,2026-02-18 00:00:00,65.18,Myntra,Bills,IN,Android
TXN01153,2026-02-18 01:00:00,37.9,Other,Food,IN,Android
TXN01154,2026-02-18 02:00:00,85.93,Myntra,Travel,IN,Android
TXN01155,2026-02-18 03:00:00,58.67,Reliance,Travel,IN,Android
TXN01156,2026-02-18 04:00:00,54.65,Myntra,Entertainment,IN,Android
TXN01157,2026-02-18 05:00:00,142.23,Amazon,Food,IN,Android
TXN01158,2026-02-18 06:00:00,11.1,Swiggy,Food,IN,Android
TXN01159,2026-02-18 07:00:00,21.73,Reliance,Shopping,IN,Android
TXN01160,2026-02-18 08:00:00,25.24,Amazon,Shopping,IN,iOS
TXN01161,2026-02-18 09:00:00,43.12,Amazon,Entertainment,IN,Android
TXN01162,2026-02-18 10:00:00,46.27,Reliance,Entertainment,IN,Android
TXN01163,2026-02-18 11:00:00,20.5,Amazon,Food,IN,Web
TXN01164,2026-02-18 12:00:00,28.78,Other,Bills,IN,Android
TXN01165,2026-02-18 13:00:00,31.2,Reliance,Travel,IN,Web
TXN01166,2026-02-18 14:00:00,269.7,Myntra,Entertainment,IN,Web
TXN01167,2026-02-18 15:00:00,176.11,Uber,Food,IN,Android
TXN01168,2026-02-18 16:00:00,41.78,Amazon,Entertainment,IN,Android
TXN01169,2026-02-18 17:00:00,43.11,Swiggy,Food,IN,iOS
TXN01170,2026-02-18 18:00:00,25.87,Reliance,Bills,IN,Android
TXN01171,2026-02-18 19:00:00,15.8,Other,Food,IN,Android
TXN01172,2026-02-18 20:00:00,50.6,Uber,Bills,IN,iOS
TXN01173,2026-02-18 21:00:00,28.54,Reliance,Food,IN,Android
TXN01174,2026-02-18 22:00:00,51.67,Reliance,Entertainment,IN,Web
TXN01175,2026-02-18 23:00:00,19.3,Amazon,Bills,IN,iOS
TXN01176,2026-02-19 00:00:00,33.27,Myntra,Food,IN,Web
TXN01177,2026-02-19 01:00:00,60.14,Myntra,Entertainment,IN,iOS
TXN01178,2026-02-19 02:00:00,69.27,Uber,Bills,IN,iOS
TXN01179,2026-02-19 03:00:00,71.62,Reliance,Travel,IN,Android
TXN01180,2026-02-19 04:00:00,23.14,Other,Shopping,IN,Web
TXN01181,2026-02-19 05:00:00,95.16,Uber,Entertainment,IN,Web
TXN01182,2026-02-19 06:00:00,32.46,Swiggy,Bills,IN,iOS
TXN01183,2026-02-19 07:00:00,82.38,Other,Bills,IN,iOS
TXN01184,2026-02-19 08:00:00,54.22,Other,Entertainment,IN,iOS
TXN01185,2026-02-19 09:00:00,22.32,Myntra,Bills,IN,Android
TXN01186,2026-02-19 10:00:00,44.45,Myntra,Food,IN,Web
TXN01187,2026-02-19 11:00:00,69.23,Amazon,Food,IN,Android
TXN01188,2026-02-19 12:00:00,81.32,Swiggy,Shopping,IN,Android
TXN01189,2026-02-19 13:00:00,49.82,Flipkart,Shopping,IN,Android
TXN01190,2026-02-19 14:00:00,147.77,Uber,Bills,IN,iOS
TXN01191,2026-02-19 15:00:00,105.1,Reliance,Entertainment,IN,iOS
TXN01192,2026-02-19 16:00:00,46.21,Flipkart,Shopping,IN,Android
TXN01193,2026-02-19 17:00:00,88.91,Other,Travel,IN,Android
TXN01194,2026-02-19 18:00:00,191.9,Amazon,Shopping,IN,Android
TXN01195,2026-02-19 19:00:00,195.26,Amazon,Travel,IN,Android
TXN01196,2026-02-19 20:00:00,24.58,Other,Bills,IN,Android
TXN01197,2026-02-19 21:00:00,29.9,Amazon,Entertainment,IN,iOS
TXN01198,2026-02-19 22:00:00,143.34,Reliance,Entertainment,IN,Android
TXN01199,2026-02-19 23:00:00,27.44,Reliance,Food,IN,Android
TXN01200,2026-02-20 00:00:00,23.11,Swiggy,Entertainment,IN,Android
TXN01201,2026-02-20 01:00:00,39.8,Amazon,Bills,IN,Android
TXN01202,2026-02-20 02:00:00,71.75,Swiggy,Food,IN,Web
TXN01203,2026-02-20 03:00:00,51.08,Amazon,Food,IN,Android
TXN01204,2026-02-20 04:00:00,35.77,Myntra,Shopping,IN,Android
TXN01205,2026-02-20 05:00:00,35.23,Other,Entertainment,IN,iOS
TXN01206,2026-02-20 06:00:00,34.36,Other,Food,IN,Android
TXN01207,2026-02-20 07:00:00,30.82,Reliance,Food,IN,iOS
TXN01208,2026-02-20 08:00:00,240.58,Reliance,Travel,IN,Web
TXN01209,2026-02-20 09:00:00,66.25,Other,Shopping,IN,iOS
TXN01210,2026-02-20 10:00:00,97.16,Reliance,Entertainment,IN,Web
TXN01211,2026-02-20 11:00:00,39.73,Myntra,Bills,IN,Android
TXN01212,2026-02-20 12:00:00,48.38,Other,Shopping,IN,Android
TXN01213,2026-02-20 13:00:00,34.34,Swiggy,Shopping,IN,Android
TXN01214,2026-02-20 14:00:00,9.74,Swiggy,Shopping,IN,Android
TXN01215,2026-02-20 15:00:00,22.29,Other,Entertainment,IN,Android
TXN01216,2026-02-20 16:00:00,16.83,Swiggy,Travel,IN,Android
TXN01217,2026-02-20 17:00:00,12.65,Swiggy,Bills,IN,Android
TXN01218,2026-02-20 18:00:00,25.1,Flipkart,Shopping,IN,Android
TXN01219,2026-02-20 19:00:00,129.18,Flipkart,Food,IN,iOS
TXN01220,2026-02-20 20:00:00,53.04,Myntra,Travel,IN,Android
TXN01221,2026-02-20 21:00:00,126.33,Other,Food,IN,Android
TXN01222,2026-02-20 22:00:00,71.32,Amazon,Bills,IN,Android
TXN01223,2026-02-20 23:00:00,90.8,Myntra,Entertainment,IN,iOS
TXN01224,2026-02-21 00:00:00,30.4,Reliance,Food,IN,Android
TXN01225,2026-02-21 01:00:00,76.75,Other,Bills,IN,iOS
TXN01226,2026-02-21 02:00:00,87.68,Reliance,Entertainment,IN,Android
TXN01227,2026-02-21 03:00:00,37.53,Flipkart,Entertainment,IN,Android
TXN01228,2026-02-21 04:00:00,78.55,Uber,Shopping,IN,Web
TXN01229,2026-02-21 05:00:00,78.89,Other,Shopping,IN,Android
TXN01230,2026-02-21 06:00:00,38.2,Other,Entertainment,IN,Android
TXN01231,2026-02-21 07:00:00,26.32,Myntra,Entertainment,IN,Android
TXN01232,2026-02-21 08:00:00,25.29,Other,Food,IN,Android
TXN01233,2026-02-21 09:00:00,57.76,Myntra,Travel,IN,Android
TXN01234,2026-02-21 10:00:00,67.53,Amazon,Travel,IN,Android
TXN01235,2026-02-21 11:00:00,32.62,Other,Bills,IN,Android
TXN01236,2026-02-21 12:00:00,55.55,Flipkart,Bills,IN,Web
TXN01237,2026-02-21 13:00:00,79.11,Swiggy,Food,IN,Android
TXN01238,2026-02-21 14:00:00,81.6,Flipkart,Entertainment,IN,Android
TXN01239,2026-02-21 15:00:00,149.71,Reliance,Shopping,IN,iOS
TXN01240,2026-02-21 16:00:00,125.22,Amazon,Shopping,IN,Android
TXN01241,2026-02-21 17:00:00,28.48,Myntra,Entertainment,IN,Web
TXN01242,2026-02-21 18:00:00,163.09,Other,Shopping,IN,Android
TXN01243,2026-02-21 19:00:00,38.66,Reliance,Entertainment,IN,iOS
TXN01244,2026-02-22 03:00:00,1132.3175368764746,Swiggy,Food,IN,Web
TXN01245,2026-02-21 21:00:00,57.07,Other,Food,IN,Android
TXN01246,2026-02-21 22:00:00,41.77,Swiggy,Shopping,IN,iOS
TXN01247,2026-02-21 23:00:00,16.86,Myntra,Entertainment,IN,iOS
TXN01248,2026-02-22 00:00:00,48.84,Uber,Food,IN,iOS
TXN01249,2026-02-22 01:00:00,19.81,Amazon,Shopping,IN,Android
TXN01250,2026-02-22 02:00:00,102.39,Amazon,Travel,IN,Android
TXN01251,2026-02-22 03:00:00,146.34,Flipkart,Shopping,IN,Android
TXN01252,2026-02-22 04:00:00,32.52,Other,Bills,IN,Web
TXN01253,2026-02-22 05:00:00,66.44,Other,Shopping,IN,Android
TXN01254,2026-02-22 06:00:00,423.8680948179096,Swiggy,Travel,IN,Android
TXN01255,2026-02-22 07:00:00,36.29,Other,Food,IN,Web
TXN01256,2026-02-22 08:00:00,90.33,Amazon,Shopping,IN,Android
TXN01257,2026-02-22 09:00:00,53.25,Other,Shopping,IN,iOS
TXN01258,2026-02-22 10:00:00,169.15,Flipkart,Travel,IN,Android
TXN01259,2026-02-22 11:00:00,39.91,Amazon,Food,IN,iOS
TXN01260,2026-02-22 12:00:00,104.54,Reliance,Shopping,IN,Android
TXN01261,2026-02-22 13:00:00,58.17,Swiggy,Shopping,IN,Android
TXN01262,2026-02-22 14:00:00,91.58,Swiggy,Entertainment,IN,Android
TXN01263,2026-02-22 15:00:00,40.83,Reliance,Bills,IN,Android
TXN01264,2026-02-22 16:00:00,52.87,Swiggy,Bills,IN,Android
TXN01265,2026-02-22 17:00:00,50.65,Reliance,Entertainment,IN,Android
TXN01266,2026-02-22 18:00:00,31.71,Flipkart,Shopping,IN,iOS
TXN01267,2026-02-22 19:00:00,83.96,Amazon,Bills,IN,Android
TXN01268,2026-02-22 20:00:00,83.32,Swiggy,Bills,IN,Android
TXN01269,2026-02-22 21:00:00,80.3,Myntra,Food,IN,Android
TXN01270,2026-02-22 22:00:00,148.27,Flipkart,Travel,IN,Android
TXN01271,2026-02-22 23:00:00,140.06,Flipkart,Bills,IN,iOS
TXN01272,2026-02-23 00:00:00,42.79,Reliance,Bills,IN,Android
TXN01273,2026-02-23 01:00:00,69.58,Uber,Food,IN,Web
TXN01274,2026-02-23 02:00:00,36.4,Uber,Bills,IN,iOS
TXN01275,2026-02-23 03:00:00,55.43,Flipkart,Bills,IN,iOS
TXN01276,2026-02-23 04:00:00,36.97,Amazon,Shopping,IN,iOS
TXN01277,2026-02-23 05:00:00,156.5,Amazon,Travel,IN,Android
TXN01278,2026-02-23 06:00:00,69.16,Myntra,Travel,IN,Web
TXN01279,2026-02-23 07:00:00,47.38,Amazon,Food,IN,iOS
TXN01280,2026-02-23 08:00:00,118.61,Flipkart,Shopping,IN,iOS
TXN01281,2026-02-23 09:00:00,13.32,Other,Shopping,IN,Android
TXN01282,2026-02-23 10:00:00,14.74,Swiggy,Bills,IN,Android
TXN01283,2026-02-23 11:00:00,91.59,Reliance,Entertainment,IN,iOS
TXN01284,2026-02-23 12:00:00,56.79,Swiggy,Travel,IN,Android
TXN01285,2026-02-23 13:00:00,64.25,Other,Entertainment,IN,iOS
TXN01286,2026-02-23 14:00:00,23.05,Reliance,Entertainment,IN,Android
TXN01287,2026-02-23 15:00:00,53.78,Uber,Bills,IN,Android
TXN01288,2026-02-23 16:00:00,200.79,Myntra,Travel,IN,Android
TXN01289,2026-02-23 17:00:00,93.29,Swiggy,Entertainment,IN,Android
TXN01290,2026-02-23 18:00:00,60.97,Other,Bills,IN,Android
TXN01291,2026-02-23 19:00:00,41.04,Swiggy,Entertainment,IN,iOS
TXN01292,2026-02-23 20:00:00,42.25,Reliance,Entertainment,IN,iOS
TXN01293,2026-02-23 21:00:00,13.68,Myntra,Shopping,IN,Web
TXN01294,2026-02-23 22:00:00,64.55,Myntra,Bills,IN,iOS
TXN01295,2026-02-23 23:00:00,94.59,Swiggy,Bills,IN,iOS
TXN01296,2026-02-24 00:00:00,19.61,Reliance,Entertainment,IN,Android
TXN01297,2026-02-24 01:00:00,35.52,Reliance,Food,IN,iOS
TXN01298,2026-02-24 02:00:00,25.73,Reliance,Entertainment,IN,Web
TXN01299,2026-02-24 03:00:00,29.15,Reliance,Travel,IN,iOS
TXN01300,2026-02-24 04:00:00,56.53,Flipkart,Food,IN,Android
TXN01301,2026-02-24 05:00:00,14.09,Other,Shopping,IN,iOS
TXN01302,2026-02-24 06:00:00,81.39,Reliance,Food,IN,Android
TXN01303,2026-02-24 07:00:00,89.12,Flipkart,Entertainment,IN,Android
TXN01304,2026-02-24 08:00:00,46.38,Other,Bills,IN,iOS
TXN01305,2026-02-24 09:00:00,10.89,Uber,Bills,IN,iOS
TXN01306,2026-02-24 10:00:00,28.57,Swiggy,Entertainment,IN,Android
TXN01307,2026-02-24 11:00:00,121.68,Flipkart,Food,IN,Android
TXN01308,2026-02-24 12:00:00,8.97,Swiggy,Bills,IN,Web
TXN01309,2026-02-24 13:00:00,43.56,Amazon,Food,IN,Android
TXN01310,2026-02-24 14:00:00,25.36,Myntra,Entertainment,IN,Android
TXN01311,2026-02-24 15:00:00,92.11,Myntra,Travel,IN,iOS
TXN01312,2026-02-24 16:00:00,35.2,Myntra,Entertainment,IN,iOS
TXN01313,2026-02-24 17:00:00,70.99,Uber,Bills,IN,Android
TXN01314,2026-02-24 18:00:00,78.85,Swiggy,Bills,IN,Android
TXN01315,2026-02-24 19:00:00,180.11,Reliance,Entertainment,IN,Android
TXN01316,2026-02-24 20:00:00,47.85,Other,Bills,IN,Android
TXN01317,2026-02-24 21:00:00,69.72,Amazon,Food,IN,iOS
TXN01318,2026-02-24 22:00:00,20.8,Swiggy,Travel,IN,iOS
TXN01319,2026-02-24 23:00:00,118.36,Other,Travel,IN,Android
TXN01320,2026-02-25 00:00:00,33.3,Other,Shopping,IN,Android
TXN01321,2026-02-25 01:00:00,37.92,Other,Travel,IN,Android
TXN01322,2026-02-25 06:00:00,606.4152985479514,Flipkart,Travel,IN,Android
TXN01323,2026-02-25 03:00:00,19.77,Uber,Food,IN,Android
TXN01324,2026-02-25 04:00:00,394.1700525988176,Amazon,Shopping,IN,Android
TXN01325,2026-02-25 05:00:00,102.4,Other,Travel,IN,iOS
TXN01326,2026-02-25 06:00:00,66.05,Uber,Travel,IN,Android
TXN01327,2026-02-25 07:00:00,19.44,Flipkart,Shopping,IN,iOS
TXN01328,2026-02-25 08:00:00,50.38,Amazon,Bills,IN,Android
TXN01329,2026-02-25 09:00:00,88.44,Reliance,Shopping,IN,iOS
TXN01330,2026-02-25 10:00:00,16.11,Reliance,Shopping,IN,Web
TXN01331,2026-02-25 11:00:00,27.15,Other,Travel,IN,Android
TXN01332,2026-02-25 12:00:00,96.52,Other,Food,IN,Android
TXN01333,2026-02-25 13:00:00,65.08,Reliance,Entertainment,IN,iOS
TXN01334,2026-02-25 14:00:00,71.36,Reliance,Shopping,IN,Android
TXN01335,2026-02-25 15:00:00,182.85,Reliance,Food,IN,Android
TXN01336,2026-02-25 16:00:00,74.04,Other,Bills,IN,Android
TXN01337,2026-02-25 17:00:00,83.73,Uber,Food,IN,Web
TXN01338,2026-02-25 18:00:00,317.98,Reliance,Entertainment,IN,Android
TXN01339,2026-02-25 19:00:00,47.51,Reliance,Bills,IN,Android
TXN01340,2026-02-25 20:00:00,32.5,Amazon,Entertainment,IN,Android
TXN01341,2026-02-25 21:00:00,72.1,Myntra,Entertainment,IN,iOS
TXN01342,2026-02-25 22:00:00,72.63,Swiggy,Shopping,IN,Android
TXN01343,2026-02-25 23:00:00,38.77,Amazon,Travel,IN,Web
TXN01344,2026-02-26 00:00:00,27.91,Flipkart,Bills,IN,iOS
TXN01345,2026-02-26 01:00:00,245.03,Amazon,Shopping,IN,Android
TXN01346,2026-02-26 02:00:00,67.52,Other,Travel,IN,Android
TXN01347,2026-02-26 03:00:00,33.92,Reliance,Bills,IN,iOS
TXN01348,2026-02-26 04:00:00,99.02,Amazon,Bills,IN,iOS
TXN01349,2026-02-26 05:00:00,50.86,Myntra,Travel,IN,Android
TXN01350,2026-02-26 06:00:00,46.32,Myntra,Entertainment,IN,Android
TXN01351,2026-02-26 07:00:00,78.69,Uber,Bills,IN,Android
TXN01352,2026-02-26 08:00:00,23.58,Myntra,Shopping,IN,Android
TXN01353,2026-02-26 09:00:00,68.66,Other,Food,IN,Android
TXN01354,2026-02-26 10:00:00,189.32,Uber,Entertainment,IN,Android
TXN01355,2026-02-26 11:00:00,73.92,Myntra,Shopping,IN,Android
TXN01356,2026-02-26 12:00:00,42.75,Uber,Shopping,IN,Web
TXN01357,2026-02-26 13:00:00,39.27,Swiggy,Food,IN,iOS
TXN01358,2026-02-26 14:00:00,41.82,Other,Entertainment,IN,iOS
TXN01359,2026-02-26 15:00:00,46.29,Swiggy,Bills,IN,iOS
TXN01360,2026-02-26 16:00:00,42.71,Reliance,Shopping,IN,iOS
TXN01361,2026-02-26 17:00:00,99.05,Myntra,Food,IN,Android
TXN01362,2026-02-26 18:00:00,17.7,Myntra,Entertainment,IN,iOS
TXN01363,2026-02-26 19:00:00,95.61,Reliance,Food,IN,Android
TXN01364,2026-02-26 20:00:00,42.66,Reliance,Travel,IN,Android
TXN01365,2026-02-26 21:00:00,69.76,Uber,Travel,IN,Web
TXN01366,2026-02-26 22:00:00,26.24,Myntra,Bills,IN,Web
TXN01367,2026-02-26 23:00:00,129.49,Uber,Bills,IN,Android
TXN01368,2026-02-27 00:00:00,122.69,Swiggy,Entertainment,IN,iOS
TXN01369,2026-02-27 01:00:00,101.87,Reliance,Shopping,IN,Android
TXN01370,2026-02-27 02:00:00,20.4,Other,Travel,IN,Android
TXN01371,2026-02-27 03:00:00,93.59,Myntra,Bills,IN,Android
TXN01372,2026-02-27 04:00:00,71.03,Reliance,Travel,IN,Android
TXN01373,2026-02-27 05:00:00,19.23,Reliance,Bills,IN,iOS
TXN01374,2026-02-27 06:00:00,53.74,Swiggy,Bills,IN,Android
TXN01375,2026-02-27 07:00:00,69.2,Amazon,Food,IN,Android
TXN01376,2026-02-27 08:00:00,78.37,Swiggy,Shopping,IN,Web
TXN01377,2026-02-27 09:00:00,61.27,Reliance,Entertainment,IN,Android
TXN01378,2026-02-27 10:00:00,65.98,Reliance,Entertainment,IN,Android
TXN01379,2026-02-27 11:00:00,142.29,Uber,Entertainment,IN,Android
TXN01380,2026-02-27 12:00:00,121.14,Reliance,Food,IN,Android
TXN01381,2026-02-27 13:00:00,8.47,Amazon,Food,IN,Android
TXN01382,2026-02-27 14:00:00,44.42,Myntra,Food,IN,iOS
TXN01383,2026-02-27 15:00:00,49.06,Myntra,Shopping,IN,Web
TXN01384,2026-02-27 16:00:00,17.48,Uber,Shopping,IN,Android
TXN01385,2026-02-27 17:00:00,58.05,Reliance,Food,IN,Android
TXN01386,2026-02-27 18:00:00,122.94,Uber,Entertainment,IN,Android
TXN01387,2026-02-27 19:00:00,26.94,Uber,Food,IN,Web
TXN01388,2026-02-27 20:00:00,67.94,Myntra,Travel,IN,Android
TXN01389,2026-02-27 21:00:00,30.11,Reliance,Travel,IN,Android
TXN01390,2026-02-27 22:00:00,35.28,Flipkart,Food,IN,Web
TXN01391,2026-02-27 23:00:00,142.64,Swiggy,Entertainment,IN,iOS
TXN01392,2026-02-28 00:00:00,38.37,Swiggy,Shopping,IN,Android
TXN01393,2026-02-28 01:00:00,73.73,Flipkart,Entertainment,IN,Android
TXN01394,2026-02-28 02:00:00,16.18,Swiggy,Bills,IN,Android
TXN01395,2026-02-28 03:00:00,183.19,Swiggy,Food,IN,Web
TXN01396,2026-02-28 04:00:00,80.78,Swiggy,Bills,IN,Android
TXN01397,2026-02-28 05:00:00,48.49,Swiggy,Travel,IN,Android
TXN01398,2026-02-28 06:00:00,79.37,Uber,Entertainment,IN,iOS
TXN01399,2026-02-28 07:00:00,21.84,Myntra,Shopping,IN,Android
TXN01400,2026-02-28 08:00:00,117.76,Swiggy,Shopping,IN,Android
TXN01401,2026-02-28 09:00:00,44.23,Reliance,Travel,IN,Web
TXN01402,2026-02-28 10:00:00,47.82,Uber,Entertainment,IN,Android
TXN01403,2026-02-28 11:00:00,39.66,Reliance,Shopping,IN,Web
TXN01404,2026-02-28 12:00:00,37.43,Amazon,Bills,IN,iOS
TXN01405,2026-02-28 13:00:00,85.76,Flipkart,Entertainment,IN,Android
TXN01406,2026-02-28 14:00:00,505.5383659626094,Uber,Travel,IN,iOS
TXN01407,2026-02-28 15:00:00,83.4,Swiggy,Entertainment,IN,iOS
TXN01408,2026-02-28 16:00:00,54.29,Uber,Bills,IN,iOS
TXN01409,2026-02-28 17:00:00,76.22,Flipkart,Food,IN,iOS
TXN01410,2026-02-28 18:00:00,41.59,Uber,Entertainment,IN,Android
TXN01411,2026-02-28 19:00:00,232.6,Myntra,Bills,IN,Android
TXN01412,2026-02-28 20:00:00,19.7,Reliance,Shopping,IN,iOS
TXN01413,2026-02-28 21:00:00,123.92,Flipkart,Travel,IN,Android
TXN01414,2026-02-28 22:00:00,132.84,Swiggy,Bills,IN,Android
TXN01415,2026-02-28 23:00:00,31.38,Uber,Entertainment,IN,Android
TXN01416,2026-03-01 00:00:00,232.53,Uber,Bills,IN,Android
TXN01417,2026-03-01 01:00:00,104.28,Reliance,Travel,IN,iOS
TXN01418,2026-03-01 02:00:00,102.64,Swiggy,Food,IN,iOS
TXN01419,2026-03-01 03:00:00,55.6,Myntra,Shopping,IN,iOS
TXN01420,2026-03-01 04:00:00,47.41,Other,Shopping,IN,Android
TXN01421,2026-03-01 05:00:00,47.65,Swiggy,Bills,IN,Android
TXN01422,2026-03-01 06:00:00,70.38,Reliance,Entertainment,IN,iOS
TXN01423,2026-03-01 07:00:00,135.74,Swiggy,Shopping,IN,Android
TXN01424,2026-03-01 08:00:00,61.43,Swiggy,Bills,IN,iOS
TXN01425,2026-03-01 09:00:00,30.19,Myntra,Travel,IN,iOS
TXN01426,2026-03-01 10:00:00,93.31,Myntra,Shopping,IN,Android
TXN01427,2026-03-01 11:00:00,99.36,Uber,Food,IN,Android
TXN01428,2026-03-01 12:00:00,83.56,Flipkart,Food,IN,iOS
TXN01429,2026-03-01 13:00:00,88.64,Amazon,Bills,IN,Android
TXN01430,2026-03-01 14:00:00,45.78,Other,Food,IN,Web
TXN01431,2026-03-01 15:00:00,29.85,Other,Entertainment,IN,iOS
TXN01432,2026-03-01 16:00:00,31.05,Other,Food,IN,Android
TXN01433,2026-03-01 17:00:00,18.86,Uber,Shopping,IN,iOS
TXN01434,2026-03-01 18:00:00,63.69,Other,Shopping,IN,Android
TXN01435,2026-03-01 19:00:00,51.72,Uber,Travel,IN,Android
TXN01436,2026-03-01 20:00:00,41.02,Amazon,Travel,IN,Web
TXN01437,2026-03-01 21:00:00,8.0,Flipkart,Bills,IN,iOS
TXN01438,2026-03-01 22:00:00,24.27,Flipkart,Travel,IN,iOS
TXN01439,2026-03-01 23:00:00,113.13,Swiggy,Shopping,IN,iOS
TXN01440,2026-03-02 00:00:00,35.45,Other,Food,IN,Android
TXN01441,2026-03-02 01:00:00,69.02,Swiggy,Travel,IN,Android
TXN01442,2026-03-02 02:00:00,22.11,Myntra,Food,IN,Android
TXN01443,2026-03-02 03:00:00,139.1,Flipkart,Bills,IN,Android
TXN01444,2026-03-02 04:00:00,49.72,Myntra,Entertainment,IN,Android
TXN01445,2026-03-02 05:00:00,65.93,Uber,Food,IN,Android
TXN01446,2026-03-02 06:00:00,247.59,Flipkart,Travel,IN,iOS
TXN01447,2026-03-02 07:00:00,146.3,Uber,Entertainment,IN,Android
TXN01448,2026-03-02 08:00:00,44.73,Amazon,Food,IN,iOS
TXN01449,2026-03-02 09:00:00,37.13,Other,Travel,IN,iOS
TXN01450,2026-03-02 10:00:00,44.19,Myntra,Food,IN,Web
TXN01451,2026-03-02 11:00:00,76.05,Other,Bills,IN,Android
TXN01452,2026-03-02 12:00:00,50.99,Other,Bills,IN,Web
TXN01453,2026-03-02 13:00:00,42.23,Flipkart,Shopping,IN,iOS
TXN01454,2026-03-02 14:00:00,141.69,Myntra,Shopping,IN,Android
TXN01455,2026-03-02 15:00:00,50.69,Amazon,Shopping,IN,Android
TXN01456,2026-03-02 16:00:00,243.41,Other,Shopping,IN,Android
TXN01457,2026-03-02 17:00:00,57.92,Reliance,Shopping,IN,iOS
TXN01458,2026-03-02 18:00:00,174.24,Myntra,Bills,IN,iOS
TXN01459,2026-03-02 19:00:00,68.87,Other,Entertainment,IN,Android
TXN01460,2026-03-02 20:00:00,102.1,Reliance,Travel,IN,iOS
TXN01461,2026-03-02 21:00:00,34.09,Other,Entertainment,IN,Android
TXN01462,2026-03-02 22:00:00,31.35,Amazon,Bills,IN,Android
TXN01463,2026-03-02 23:00:00,73.61,Amazon,Entertainment,IN,Web
TXN01464,2026-03-03 00:00:00,103.81,Other,Bills,IN,Web
TXN01465,2026-03-03 01:00:00,56.05,Flipkart,Shopping,IN,iOS
TXN01466,2026-03-03 02:00:00,23.66,Swiggy,Travel,IN,Android
TXN01467,2026-03-03 03:00:00,22.55,Amazon,Travel,IN,Android
TXN01468,2026-03-03 04:00:00,21.59,Myntra,Bills,IN,Android
TXN01469,2026-03-03 05:00:00,17.31,Reliance,Bills,IN,Android
TXN01470,2026-03-03 06:00:00,58.63,Reliance,Shopping,IN,Android
TXN01471,2026-03-03 07:00:00,113.44,Myntra,Bills,IN,Web
TXN01472,2026-03-03 08:00:00,54.12,Myntra,Entertainment,IN,iOS
TXN01473,2026-03-03 09:00:00,83.29734563263861,Uber,Shopping,IN,Android
TXN01474,2026-03-03 10:00:00,48.23,Uber,Travel,IN,Android
TXN01475,2026-03-03 11:00:00,49.12,Uber,Entertainment,IN,Android
TXN01476,2026-03-03 12:00:00,213.24,Other,Shopping,IN,Android
TXN01477,2026-03-03 13:00:00,21.18,Flipkart,Shopping,IN,iOS
TXN01478,2026-03-03 14:00:00,42.35,Uber,Entertainment,IN,Android
TXN01479,2026-03-03 15:00:00,165.47,Myntra,Shopping,IN,iOS
TXN01480,2026-03-03 16:00:00,73.15,Uber,Bills,IN,Android
TXN01481,2026-03-03 17:00:00,78.74,Amazon,Entertainment,IN,Android
TXN01482,2026-03-03 18:00:00,58.82,Swiggy,Travel,IN,Web
TXN01483,2026-03-03 19:00:00,67.66,Myntra,Travel,IN,Android
TXN01484,2026-03-03 20:00:00,90.51,Myntra,Travel,IN,Android
TXN01485,2026-03-03 21:00:00,32.26,Reliance,Food,IN,iOS
TXN01486,2026-03-03 22:00:00,96.62,Other,Food,IN,Android
TXN01487,2026-03-03 23:00:00,22.37,Myntra,Travel,IN,Android
TXN01488,2026-03-04 00:00:00,67.59,Myntra,Entertainment,IN,Android
TXN01489,2026-03-04 01:00:00,61.32,Swiggy,Entertainment,IN,Android
TXN01490,2026-03-04 02:00:00,36.58,Swiggy,Entertainment,IN,Android
TXN01491,2026-03-04 03:00:00,53.8,Reliance,Shopping,IN,Android
TXN01492,2026-03-04 04:00:00,36.43,Uber,Food,IN,iOS
TXN01493,2026-03-04 05:00:00,27.2,Reliance,Bills,IN,Web
TXN01494,2026-03-04 06:00:00,43.39,Amazon,Travel,IN,Android
TXN01495,2026-03-04 18:00:00,325.45048083361417,Amazon,Food,IN,Android
TXN01496,2026-03-04 08:00:00,67.34,Flipkart,Food,IN,Android
TXN01497,2026-03-04 09:00:00,25.85,Flipkart,Shopping,IN,Android
TXN01498,2026-03-04 10:00:00,86.73,Myntra,Food,IN,Android
TXN01499,2026-03-04 11:00:00,25.33,Myntra,Travel,IN,iOS
TXN01500,2026-03-04 12:00:00,37.78,Uber,Travel,IN,Android
TXN01501,2026-03-04 13:00:00,36.38,Swiggy,Travel,IN,Android
TXN01502,2026-03-04 14:00:00,129.2,Myntra,Food,IN,iOS
TXN01503,2026-03-04 15:00:00,67.67,Amazon,Food,IN,iOS
TXN01504,2026-03-04 16:00:00,47.58,Uber,Entertainment,IN,Android
TXN01505,2026-03-04 17:00:00,75.5,Flipkart,Travel,IN,Android
TXN01506,2026-03-04 18:00:00,13.88,Amazon,Food,IN,Web
TXN01507,2026-03-04 19:00:00,53.09,Flipkart,Bills,IN,Android
TXN01508,2026-03-04 20:00:00,200.01,Amazon,Travel,IN,iOS
TXN01509,2026-03-04 21:00:00,59.5,Uber,Travel,IN,iOS
TXN01510,2026-03-04 22:00:00,57.06,Uber,Food,IN,Android
TXN01511,2026-03-04 23:00:00,77.97,Myntra,Bills,IN,Android
TXN01512,2026-03-05 00:00:00,97.72,Uber,Shopping,IN,Android
TXN01513,2026-03-05 01:00:00,14.9,Flipkart,Entertainment,IN,Android
